rep,nullA_T,nullB_T,nullA_qSpearman,nullB_qSpearman,nullA_T_d2,nullA_T_d3,nullA_T_d4,nullA_T_d5,nullA_T_d6,nullA_T_d7,nullA_T_d8,nullA_T_d9,nullA_T_d10,nullA_T_d11
560,0.002849,-0.000785,0.02865,0.022489,0.000416,0.002507,0.002735,0.001129,0.005972,0.002459,0.006233,-0.001796,0.004955,-0.001886
561,0.003203,-0.001297,0.028217,0.024885,0.00235,0.002,0.004873,-0.000921,0.00212,0.001254,0.003202,0.004171,-0.001584,0.013213
562,0.000985,0.00121,0.026704,0.026306,0.002773,0.002526,0.002682,0.00597,0.000459,0.005052,0.003709,-0.001078,0.002019,-0.004677
563,0.002928,0.001354,0.029205,0.02562,0.001601,0.002492,0.003789,0.001906,0.002698,0.00109,0.004838,0.001159,0.003395,-0.001688
564,0.001711,-0.002161,0.028565,0.024432,0.001783,0.003966,0.002031,0.002243,0.003852,0.002674,0.000538,0.002402,0.003913,0.005602
565,0.000232,-0.000975,0.026779,0.022815,0.004494,-4.8e-05,0.001843,0.000842,0.005222,0.002685,0.002883,0.005443,0.01279,-0.002166
566,0.003805,-0.000557,0.027252,0.025235,0.001026,0.004068,0.003328,0.002773,4.4e-05,0.003999,-0.00088,0.003233,-0.00046,0.003294
567,0.002608,0.000171,0.026707,0.02508,0.00419,0.003023,0.000757,0.002807,0.001666,0.002237,0.000606,0.002335,0.001288,0.006901
568,0.000131,-0.000695,0.026561,0.022888,0.003617,0.003458,0.002638,0.002415,0.002484,0.00299,0.001938,0.003471,-0.000552,0.009994
569,0.00231,0.001333,0.028746,0.024141,0.001488,0.003956,0.003287,0.002504,0.000762,-6e-05,0.00265,0.004326,0.005497,0.005156
570,0.003348,-0.001403,0.029061,0.022339,0.000638,0.002464,0.000331,0.003064,0.004487,0.004925,0.003616,0.001259,0.003278,-0.002223
571,0.002596,-0.000355,0.027791,0.023657,0.002322,0.004227,0.001691,0.001293,0.003913,-0.001855,0.002779,0.005221,0.003951,0.002313
572,0.002827,-0.002066,0.027611,0.022117,0.003308,0.003113,0.003238,-0.000157,-0.001756,0.005104,0.003272,0.007183,0.001097,-0.005251
573,0.005156,-0.001226,0.029415,0.023583,-0.001103,0.002282,0.002099,0.003849,0.002066,0.004367,0.002295,0.002751,0.002954,-0.003853
574,0.00029,0.002583,0.02886,0.024089,0.002866,0.00119,0.003117,0.003727,0.003944,-0.000273,0.004957,0.007441,0.003447,-0.000971
575,0.001971,-0.001702,0.028951,0.024037,0.002919,0.001846,0.001837,0.00022,0.002558,0.003148,0.005017,0.006889,-0.001412,0.010841
576,0.002713,0.000384,0.029847,0.024336,0.001929,0.00406,0.001844,0.004063,0.001139,0.001185,-0.000244,0.005327,0.000532,0.006022
577,0.000192,0.000748,0.027121,0.024438,0.001974,0.00395,0.001687,-1e-06,0.003647,0.003931,0.006408,0.00392,0.002062,0.009832
578,0.000526,-0.001189,0.02754,0.023023,0.00246,0.00208,0.004145,0.00239,0.001996,0.001515,0.005985,0.004244,0.001464,0.005423
579,0.002385,0.002762,0.02806,0.022792,0.001275,0.001263,0.004608,0.002935,0.00225,0.002808,0.002256,0.003413,0.004685,-0.000259
580,0.002137,-0.001023,0.030332,0.0237,0.004347,0.003377,0.001578,0.003993,0.002794,0.001527,-0.000464,0.001616,-0.002439,0.002978
581,0.002802,-0.002454,0.026747,0.02232,0.002871,0.000742,0.002675,0.002702,-0.000292,0.005157,0.004007,0.002396,0.004599,0.000535
582,0.004004,-0.001759,0.029369,0.021814,-0.000378,0.006425,-0.000132,0.001889,0.00267,0.001212,0.001902,0.006695,0.000404,0.00281
583,0.0015,0.001986,0.029925,0.024253,0.00183,0.002557,0.003128,0.002015,0.003343,0.006581,0.000298,0.004273,0.001201,-0.002647
584,0.001493,0.000354,0.028675,0.025616,0.002398,0.00135,0.004298,0.003228,0.001561,0.003616,0.003193,0.002125,0.002673,0.002046
585,0.003021,-0.000474,0.027265,0.026037,0.001482,0.002465,0.005043,0.00032,0.003447,0.004499,0.000594,0.002829,-0.001474,-0.000393
586,0.001657,-0.001153,0.026953,0.022394,-0.000759,0.002607,0.004976,0.003899,0.00441,-0.000197,0.002598,0.003464,0.005459,0.005322
587,0.004259,-0.001623,0.028869,0.022632,0.003054,-0.000214,0.002795,0.000173,0.002733,0.004782,0.000876,0.001482,0.004887,0.006574
588,0.00194,0.001321,0.028879,0.02434,0.004674,0.002161,0.002866,0.00254,0.000512,0.002045,0.000901,0.000252,0.001358,0.015284
589,0.002899,-0.001063,0.027578,0.02387,0.004337,0.001605,0.000259,0.00317,0.003992,0.001448,0.004031,0.003211,-0.002375,-0.002554
590,0.001445,-0.000616,0.028831,0.023789,0.002751,0.003433,0.002554,0.001798,0.001977,0.002886,0.003449,0.002518,-0.000894,0.010445
591,0.00219,-0.001473,0.027474,0.023984,0.001036,0.00109,0.000471,0.004048,0.005916,0.002835,0.004818,0.00411,0.001365,0.003348
592,0.003661,0.000453,0.027984,0.024966,0.004078,0.00253,0.002084,0.002053,0.007479,-0.000403,-0.000784,-0.001578,-0.001452,-0.00343
593,0.002493,0.00359,0.029187,0.0251,0.002521,-0.000232,0.001436,0.006953,0.002805,0.002754,0.000213,0.00413,0.001839,0.005344
594,0.001368,-0.000927,0.027286,0.024643,0.002338,0.001334,0.002884,0.005924,0.002753,0.001977,0.003587,0.004894,-0.001471,-0.004059
595,0.005055,0.00057,0.031048,0.025994,0.002835,0.001035,0.002709,0.000409,0.003224,0.000451,0.005735,-0.00078,-0.000236,0.003894
596,0.003304,-0.004308,0.028639,0.020967,0.004036,0.003648,0.002978,-0.0003,0.002824,0.001237,0.002013,0.000798,-0.002861,0.004427
597,0.004775,0.000926,0.031301,0.024488,0.002888,0.002774,0.002504,0.001379,0.002384,0.000593,0.000275,0.000648,0.001019,0.005506
598,0.000461,-0.002672,0.028979,0.022294,0.000638,0.005922,0.001991,0.00176,0.004893,0.002323,0.002526,0.002249,0.004054,0.004689
599,0.000637,-0.000554,0.027219,0.021958,0.003389,0.003468,0.002002,0.001979,0.004332,0.004279,0.003668,-0.000387,0.003747,-0.006864
600,0.002579,0.001231,0.028182,0.025274,0.003722,0.000861,0.000648,0.006293,0.003646,-0.001207,0.006211,0.002563,-0.001836,-0.003762
601,0.001113,-0.002123,0.029938,0.02253,0.002654,0.003233,0.003746,0.003284,0.002575,-0.000153,0.001727,0.002262,0.002313,0.009745
602,0.002425,0.001061,0.027973,0.023251,0.003009,0.000149,0.003041,0.00194,0.003384,0.002792,0.001292,0.001961,0.004849,0.012468
603,0.002663,-0.000194,0.026906,0.023414,0.001821,0.003984,0.001995,-0.000162,0.003033,0.002844,0.003954,0.002214,0.00515,0.000466
604,0.003583,0.001068,0.026258,0.025679,0.001073,0.002354,0.00262,0.002964,0.002544,0.002079,0.00157,0.003183,0.005765,-0.002446
605,0.0035,0.000408,0.027583,0.024936,0.004309,0.000136,0.002257,0.000679,0.003625,0.00157,0.003167,0.001505,0.000795,0.009509
606,0.000815,-0.001023,0.026767,0.02322,0.002992,0.001962,0.003206,0.002631,0.001688,0.004623,0.002102,0.00154,0.006673,0.003432
607,0.000519,5e-05,0.029529,0.023435,0.002279,0.003562,0.005534,0.002047,0.000609,0.002324,0.003084,0.003708,-0.000591,0.006876
608,0.002376,0.000413,0.030341,0.02489,-0.001106,0.004303,0.002618,0.003299,0.003743,0.001216,0.004181,0.001097,0.005431,0.006408
609,-0.000853,-0.001676,0.027345,0.025323,0.001538,0.004155,0.003167,0.002506,0.002945,0.004928,0.002835,0.004045,0.00226,0.007142
610,0.003312,0.001817,0.027139,0.024102,0.001726,0.000333,0.00386,0.001904,0.003358,0.003955,0.000821,0.004851,0.005518,-0.006032
611,0.00188,-0.000773,0.025783,0.023791,0.002174,0.00403,0.001258,0.00357,0.002915,0.003203,0.00367,0.001783,0.000208,-0.004053
612,0.004262,0.000596,0.031414,0.02354,0.001457,0.000719,0.003519,-0.000772,0.006164,9.8e-05,0.005103,0.00413,0.001135,0.000334
613,0.002585,1.7e-05,0.027985,0.02589,0.002067,0.001056,0.003033,0.003401,0.001631,0.003039,0.003086,0.004614,0.001386,0.002984
614,0.004141,-0.00098,0.029184,0.023091,0.001147,0.000909,0.002938,0.000897,0.002435,0.004743,0.001362,0.00558,0.00202,0.004031
615,0.002157,0.000329,0.029776,0.023587,0.002585,0.003303,-0.000584,0.004714,0.005285,0.003081,0.001399,-0.000339,0.001615,0.001159
616,0.004146,0.003045,0.029082,0.025797,0.002726,0.003468,0.001432,0.000422,0.001269,0.001056,0.005606,0.003865,-0.003176,0.004512
617,0.002938,0.002066,0.026946,0.026662,0.003372,-0.000261,0.003024,0.004177,0.0019,0.003225,0.001048,0.001269,0.006234,-0.001555
618,0.000537,-0.000341,0.027564,0.023309,0.004395,0.003727,0.002156,0.000277,0.002168,0.00086,0.003188,0.004782,0.004871,0.00759
619,0.003701,0.000177,0.030248,0.026319,0.00183,0.003046,0.001901,0.003274,0.00104,0.003923,0.003222,-0.003415,0.003024,0.004583
620,0.002666,0.001941,0.029612,0.025989,-0.001236,0.002458,0.004077,0.001466,0.006419,0.003643,0.002463,0.002806,0.003927,-0.001289
621,0.002466,0.0012,0.026675,0.020863,-0.000252,0.00304,0.001838,0.003363,0.004402,0.004248,0.002384,0.001376,0.003044,0.006187
622,0.002807,-0.00025,0.027208,0.023363,0.001031,0.003235,0.002131,0.003618,0.001648,0.000109,0.004829,0.003966,0.005045,-0.000963
623,0.003205,0.00063,0.03078,0.026021,0.001013,0.005399,0.001838,0.00397,0.002613,0.004892,0.000963,-0.002754,0.001321,-0.0111
624,0.002644,0.001221,0.028429,0.023539,0.000785,0.00247,0.006756,0.0014,0.001769,0.004078,0.000638,0.001908,0.002504,-0.00369
625,0.003169,-0.001393,0.027941,0.023423,0.005058,0.000759,0.003397,-0.000191,0.002531,0.00116,0.004918,-7.8e-05,0.004839,-0.004725
626,0.005299,3.6e-05,0.028317,0.024678,0.000927,0.004529,0.000878,0.003306,0.001018,0.002436,-0.000613,0.002268,0.002122,-0.00186
627,0.002937,-0.000469,0.02756,0.024961,-3.6e-05,0.001159,9.6e-05,0.004877,0.003279,0.001355,0.007402,0.006225,0.005342,0.001063
628,0.00246,-0.000402,0.028587,0.025797,0.002543,0.001512,0.001412,0.000245,0.001809,0.003913,0.006266,0.003134,0.002898,0.013981
629,0.002898,0.000274,0.028043,0.024352,0.003044,0.003902,0.001348,0.002265,0.001233,0.001493,0.001272,0.003749,0.004954,-0.001657
630,0.003747,0.002666,0.029238,0.025264,0.001815,0.005742,0.003132,0.000843,0.001147,0.001597,0.002676,0.003685,-0.00411,-0.006549
631,0.003073,0.001537,0.029738,0.023259,0.003004,0.000467,0.00032,0.001404,0.005956,0.003378,0.00557,0.005114,-0.002635,-0.001746
632,0.001839,-0.001338,0.030816,0.024915,0.00189,0.002078,0.002161,0.006399,0.001987,-0.001054,0.007209,-6.7e-05,0.002359,0.003621
633,0.000922,-0.000878,0.028916,0.025217,0.00184,0.003075,0.003021,0.003966,0.001845,5.3e-05,0.007321,0.005481,-0.001489,0.001371
634,0.002655,0.000874,0.028284,0.026987,0.00151,0.003749,0.000382,0.000634,0.003621,0.001035,0.005542,0.005539,0.002675,0.007317
635,0.00168,-0.000131,0.028563,0.023954,0.002916,0.001743,0.005556,0.00279,-0.001223,0.003662,0.001558,0.003067,0.000805,0.008384
636,0.00084,-0.001516,0.027488,0.021913,0.003903,0.000702,0.000551,0.001191,0.004953,0.006045,0.00678,0.002272,0.000267,0.001968
637,0.003908,-3.4e-05,0.029691,0.022121,0.000884,0.002384,0.004882,0.000353,0.001387,0.002296,0.005441,0.000609,0.004735,-0.004107
638,0.003013,0.00062,0.031029,0.026384,0.002223,0.003431,0.000891,0.001514,0.002212,0.003567,0.004625,0.001958,0.001247,0.001713
639,-0.000188,0.001653,0.026985,0.024371,0.00083,0.005535,0.005188,0.001303,0.004245,3.9e-05,0.000932,0.006314,0.001998,0.004633
640,0.003836,-0.002015,0.028833,0.023699,0.000636,0.001408,0.003044,0.00247,0.001934,0.00097,0.006101,0.000793,0.006893,0.003728
641,0.001677,0.000447,0.027369,0.023299,0.000769,0.001303,0.005273,0.003313,0.003651,0.00241,0.003567,0.002781,0.001415,0.000928
642,0.004095,0.000709,0.029184,0.023868,0.000285,0.002238,0.003779,0.001984,0.002802,0.000715,0.001877,0.004128,0.005612,-9.8e-05
643,0.00225,0.001884,0.028012,0.024493,0.00243,0.001137,0.001157,0.00405,0.003347,0.004238,0.002464,0.002398,0.006427,-0.00451
644,0.000252,-0.000505,0.028259,0.023901,-0.000163,0.002579,0.005941,0.000592,0.004195,0.00525,0.001387,0.005106,0.001867,0.011676
645,0.001174,0.000483,0.026687,0.025149,0.002119,0.002762,0.003548,0.000901,0.00388,0.004036,0.000464,0.008919,-0.002014,0.001939
646,0.004013,0.00064,0.029009,0.022813,0.003185,0.004394,0.002058,-0.002764,0.004047,-0.001185,0.003924,0.006104,0.001533,-0.004409
647,0.001454,0.002598,0.027623,0.026487,0.004568,0.00238,0.000422,0.000411,0.006064,0.00371,0.001841,0.000227,0.002887,0.00556
648,0.001955,0.000784,0.028806,0.02431,0.003816,0.003489,-0.001149,0.002519,0.003724,0.002269,0.004298,0.000581,0.003726,0.004005
649,0.005205,0.001457,0.029702,0.023894,0.001111,0.001689,0.001684,0.005203,0.000668,0.004145,-0.000389,0.000499,0.001576,0.002267
650,0.001849,4e-05,0.027215,0.025941,0.003615,0.000911,0.004521,0.004655,0.00071,0.001284,0.003962,-0.001051,0.000678,0.005434
651,0.003244,-0.000427,0.030367,0.023665,0.000642,0.000647,0.004144,0.001514,0.006036,0.002318,-0.000978,0.003127,0.005281,0.00812
652,0.003986,0.002463,0.028908,0.024157,0.001579,0.000274,0.004214,0.004362,0.000308,0.002297,0.000715,0.007268,-0.00162,0.002497
653,0.000724,0.001486,0.027682,0.025285,0.003888,0.001666,0.00266,0.001821,-0.000191,0.005704,0.006583,0.000831,0.005792,-4.6e-05
654,0.002274,-0.002983,0.029247,0.022696,0.001179,0.001347,0.000411,0.001453,0.005953,0.001927,0.002841,0.008161,0.008382,0.003101
655,0.003345,-0.001872,0.028767,0.02368,0.002819,0.001466,0.004301,0.002457,0.001224,0.004224,0.002489,-0.001408,0.001526,-0.003621
656,0.002465,0.000763,0.029779,0.026036,0.002889,-0.000304,0.000744,0.003493,-0.001119,0.00692,0.005918,0.006408,0.003473,0.002167
657,0.001912,-0.000768,0.028263,0.023055,0.003209,0.00516,0.000272,-0.001245,0.00294,0.000618,0.002934,0.005436,0.009399,0.002988
658,-0.000282,-0.00038,0.026319,0.025136,0.00109,0.000776,0.004576,0.002663,0.003026,0.00129,0.008606,0.004018,0.009524,0.003604
659,-8e-06,0.000751,0.026159,0.025033,0.004433,0.005732,0.001623,0.001087,0.002379,0.002606,0.002211,0.004875,-0.001937,0.000412
660,0.001774,-0.000403,0.027277,0.022781,0.003212,0.007176,0.005451,-0.002449,0.000947,0.001683,0.003743,-0.002539,-0.001122,0.001706
661,0.002321,-0.000153,0.029657,0.023147,0.003512,0.001644,0.004226,0.001987,0.001597,0.000404,0.000691,0.006633,0.001328,0.003387
662,0.001674,0.001234,0.031668,0.024812,0.000649,0.00541,0.002811,-7.9e-05,0.005357,0.002229,0.003409,0.003749,-0.001887,0.004115
663,0.001945,-0.000148,0.028437,0.023857,0.001084,-0.000197,0.001766,0.004342,0.005449,0.004573,0.001687,-0.000203,0.009239,0.008445
664,0.002696,6.2e-05,0.028335,0.023175,0.004352,0.003541,0.003007,0.003805,0.001652,0.000704,-0.003797,0.001468,0.000679,0.003825
665,-0.000131,-0.001417,0.026318,0.02307,0.002917,0.002694,0.002222,0.001622,0.008337,0.003993,0.004229,-0.000658,-0.002189,0.001949
666,0.003301,-0.001664,0.029265,0.023488,0.002617,0.004126,0.003956,-0.000118,0.00104,0.003848,0.00364,0.001738,-0.004549,-0.003037
667,0.002404,-0.000432,0.029945,0.023946,0.001279,0.003583,0.00271,0.000949,0.002634,0.002344,0.003756,0.002228,0.005479,0.003579
668,0.001091,0.000489,0.026395,0.022428,0.001823,0.001589,0.003556,0.003662,0.002291,0.001717,0.003949,0.002875,0.00508,0.008042
669,0.003726,-0.00019,0.029679,0.021606,0.001567,0.003886,0.003423,0.000558,0.001938,0.002202,0.001377,0.001136,0.001679,0.005757
670,0.003332,-8e-05,0.026958,0.024722,-0.002258,0.001478,0.001537,0.006088,0.005017,0.0031,0.003919,0.006109,0.001017,-8.7e-05
671,0.001685,-0.000914,0.029899,0.022954,0.004265,0.005995,-0.000589,0.002951,-0.001763,0.000529,0.004062,0.001948,0.007767,0.002854
672,0.00478,-7e-06,0.030796,0.024007,0.002333,0.002612,0.003291,0.001254,0.001932,-0.001763,0.000578,0.003544,0.003978,0.005293
673,0.00317,0.001524,0.030156,0.022701,0.000991,0.001022,0.001778,0.002522,0.005353,0.00452,0.002529,0.006287,-0.003816,0.0017
674,0.003124,-0.000122,0.028608,0.025403,-0.000466,0.001539,0.004419,0.00316,0.00335,0.000912,0.004434,0.004241,0.000919,0.005633
675,0.003213,-0.000639,0.027768,0.024829,0.003698,0.001413,0.001821,0.001424,0.004706,0.004768,-6.7e-05,0.001989,0.000707,-0.005363
676,0.002739,-0.000814,0.028002,0.022432,0.00168,0.001255,0.001356,0.005182,0.00229,0.003439,0.003486,0.002984,-2.2e-05,0.004391
677,0.00113,0.001807,0.026821,0.025108,0.00095,0.002212,0.0037,0.000768,0.006102,0.001958,0.001753,0.003437,0.007124,0.008834
678,0.000803,0.001597,0.026106,0.025259,0.002108,0.003693,0.00224,-0.001192,0.002256,0.005471,0.002557,0.005895,0.006744,0.008723
679,0.003329,-0.002494,0.028402,0.022817,0.003119,0.00277,0.001541,0.004145,0.001065,0.002507,0.000335,-0.001086,0.00536,0.002161
680,0.00197,-0.001902,0.027377,0.023332,0.003052,0.002491,0.003613,0.002472,0.003052,0.004052,0.002391,-0.002432,0.00117,-0.000421
681,0.003678,0.000594,0.028399,0.023378,0.000263,0.001268,0.003115,0.003151,0.002116,0.003728,0.001197,0.003125,0.003237,0.010118
682,0.001095,-0.001883,0.028476,0.021423,0.001119,0.004795,0.00373,0.004286,0.000838,0.003536,0.001989,0.000867,8.4e-05,0.003946
683,0.001628,0.000729,0.027641,0.026572,0.003933,0.00107,0.003662,0.000615,0.002354,0.000391,0.002759,0.005101,0.003793,0.013108
684,0.001931,0.001236,0.028522,0.02354,0.004082,0.000843,0.003124,0.004155,0.00495,0.000774,0.004589,-0.006598,-0.000296,0.008373
685,0.002503,-0.003949,0.027498,0.022513,0.003244,0.004063,0.005877,-0.001965,0.000348,0.002544,0.000848,0.000524,0.005521,0.002865
686,0.001599,-0.002695,0.028706,0.023673,0.0038,0.001291,0.001383,0.004645,0.003804,-0.001102,-0.000606,0.005458,0.009603,0.002622
687,0.000328,-0.002484,0.027766,0.024973,0.001204,0.005227,0.003783,0.004835,0.000368,0.001971,0.001539,0.000741,0.008714,-0.001156
688,0.001674,0.000258,0.029555,0.025873,0.000753,0.005088,0.002333,0.00574,0.001637,0.000796,0.006213,0.000537,-0.003544,-3.9e-05
689,0.00391,0.001268,0.027484,0.024072,0.001471,0.004719,0.001318,0.001225,0.003977,0.004505,0.000176,-2.2e-05,-0.001404,9.6e-05
690,0.000198,-0.000824,0.028533,0.022379,0.001525,0.000728,0.006873,0.003377,0.003573,0.003163,0.000911,0.001755,0.003666,0.007399
691,0.003677,-0.001802,0.029082,0.026774,0.0045,0.005625,-0.000344,0.004133,-0.001974,0.004401,-0.000363,-0.000546,-0.002974,-4.6e-05
692,0.001243,-0.001388,0.029208,0.022688,0.002183,0.002717,0.003034,0.001998,0.003145,0.005445,-0.000576,0.004318,0.001845,0.005038
693,0.003112,0.000562,0.02663,0.023914,0.003288,0.002342,3e-06,0.00469,-0.000567,0.000583,0.006131,0.004365,0.000391,0.004523
694,0.000753,2e-05,0.028742,0.022224,0.001023,0.005205,0.00294,0.002174,0.003172,0.00164,0.003634,0.003757,-0.001651,0.009707
695,0.004168,0.000291,0.029492,0.02291,0.000395,0.003636,0.002258,0.000873,0.00404,0.001819,0.001862,0.000788,0.004881,0.003831
696,0.004177,-0.003758,0.027656,0.021931,0.001147,0.003486,0.001389,-0.000227,0.003096,0.006402,0.001526,0.004515,-0.001711,-0.001615
697,0.003667,-0.001182,0.028527,0.022337,0.001861,0.001336,0.002115,0.001389,0.004761,0.002153,0.004751,0.001915,0.002742,-0.003772
698,0.001492,-0.001184,0.026996,0.02513,0.004212,0.002201,0.000595,0.003455,0.003694,0.004641,0.00264,-0.002426,0.003432,0.000888
699,0.002583,0.000979,0.028455,0.02316,0.005304,0.001351,0.000393,0.002236,0.004643,0.002585,-0.00099,-0.000634,0.005946,0.004417
700,0.002245,0.000466,0.027339,0.025973,0.004754,0.001499,-0.000457,0.004944,0.001586,0.00144,0.005344,0.004137,-0.003674,0.003819
701,0.002798,0.000144,0.026539,0.025409,0.002971,0.000809,0.004848,0.003998,0.002556,0.001061,-0.001389,-0.001012,0.010088,-0.002966
702,0.004014,-0.000591,0.028407,0.02162,0.000279,0.001298,0.002644,0.003226,0.000936,0.004797,0.001048,0.005535,0.005057,0.000739
703,0.002344,-0.002176,0.027794,0.022861,0.005253,0.001096,0.001678,0.003206,0.001906,0.00151,0.000786,0.001945,0.006622,-0.001722
704,0.002381,-0.000642,0.027665,0.023938,0.003694,0.002109,0.000731,0.0037,0.000246,0.003835,0.00388,-1.7e-05,0.005733,0.002134
705,0.003154,0.000228,0.028973,0.024564,9e-05,0.001092,0.002538,0.002552,0.004965,0.004469,0.001598,0.003547,0.002126,0.006581
706,0.001506,0.002074,0.028336,0.023469,0.001966,0.004599,0.001152,0.005303,-6.6e-05,0.003109,0.00337,0.004771,-0.002488,0.002144
707,0.002745,0.000718,0.027292,0.027602,0.000603,0.001914,0.003632,0.001781,0.003199,0.001396,0.004246,0.005286,0.004248,0.001229
708,0.003684,0.000756,0.029859,0.025216,0.001117,0.002437,0.001865,0.003957,0.002124,0.00184,0.004064,-0.0016,0.004753,0.004432
709,0.002695,0.000129,0.028187,0.023563,0.003844,0.003637,-1e-06,0.000777,0.003063,0.002459,0.000795,-0.000907,0.006826,0.012502
710,0.002893,0.001219,0.028311,0.027159,0.001366,0.001872,0.002365,0.000533,0.005056,0.003121,0.006199,-0.00265,0.006352,0.003108
711,0.000708,0.00014,0.027998,0.024207,0.002256,0.004197,0.003077,0.000511,0.003568,0.004817,0.001869,0.000928,0.000246,0.011007
712,0.003623,0.0023,0.026282,0.026592,0.001579,0.002163,-0.000631,0.001633,0.00379,0.007524,0.002475,0.003366,-7.9e-05,0.001887
713,0.003449,0.001515,0.028125,0.025213,0.002286,0.00216,0.003648,0.000498,0.005337,0.001507,0.000519,0.003415,0.002529,-0.00619
714,0.002502,0.001274,0.028067,0.025102,0.000515,0.00464,0.001646,0.002803,-0.000613,0.004934,0.004349,0.007043,-0.004457,0.005827
715,0.001125,-0.001323,0.027901,0.024357,0.001007,0.002064,0.005567,0.002653,0.00169,0.004915,0.006543,0.002088,-0.003882,7.2e-05
716,0.00333,0.000427,0.030287,0.025851,0.003121,0.001884,0.000167,0.001887,0.003096,-0.00143,0.004464,0.00489,0.007635,0.005001
717,-0.000225,0.000471,0.0273,0.025194,0.003438,0.002042,0.0042,0.005518,0.002408,0.001999,0.001597,0.000431,0.001209,0.006487
718,0.003109,0.001447,0.029855,0.027165,0.002123,0.000591,0.003436,0.003514,0.003118,0.005574,0.002588,-0.001145,-0.003309,0.004019
719,0.002234,0.00337,0.029533,0.024725,0.002138,0.001946,0.004113,0.003461,0.003429,0.003624,-0.000253,0.004259,-0.003479,-0.000286
720,0.001471,0.000806,0.027357,0.024445,0.002924,0.000787,0.003488,0.000279,0.006496,0.004924,0.001107,0.00173,0.000469,0.007109
721,0.000325,-4.8e-05,0.028838,0.02643,0.004467,0.003089,0.001776,0.003554,0.00165,0.000211,0.002439,0.004979,0.007072,-0.001325
722,0.002589,0.000971,0.028374,0.025327,0.002607,0.001651,0.004348,0.002924,0.002128,0.002971,-0.002744,0.003653,0.00274,0.005802
723,-0.000402,0.000901,0.02646,0.025166,0.002814,0.003017,0.002989,0.00204,0.000936,0.005453,0.003484,0.003829,0.007033,0.002244
724,0.004715,-0.002071,0.03055,0.022056,0.002885,0.001589,0.001255,0.001961,0.001384,0.003328,0.001158,0.002594,0.003589,0.000124
725,0.000879,-0.001752,0.028839,0.025706,0.002985,0.002731,0.005034,0.003527,0.001913,0.003094,0.001389,0.000512,-0.00031,0.001058
726,0.001571,0.002648,0.029415,0.025599,0.003876,0.002422,0.002488,0.005344,0.00236,-0.000132,9.2e-05,0.003187,-0.002894,0.010792
727,0.004645,0.000749,0.02801,0.026276,0.003136,0.002046,0.00069,0.00302,0.002188,-0.000798,0.002403,0.000758,0.001565,0.011869
728,0.001987,-0.002508,0.027622,0.022115,0.000923,0.002133,0.004705,0.002462,0.003126,0.003005,0.003291,0.000719,0.004903,-0.000533
729,0.004586,-0.003614,0.027997,0.022739,0.00295,0.00417,0.001146,0.001852,0.001367,-0.000873,0.004586,0.000248,0.000863,-0.000698
730,0.00371,-0.001504,0.029752,0.024386,0.002219,0.003725,0.001354,0.004235,0.000892,-0.000665,0.007494,-0.001447,0.000383,-0.001879
731,0.000618,-0.001366,0.027511,0.024003,0.005151,0.002742,0.001572,0.000793,0.003353,0.004434,0.001164,0.004669,0.000812,-0.000198
732,0.003069,-0.002219,0.028777,0.023184,0.00297,0.000355,0.003911,0.003809,0.003083,-0.000224,0.004715,0.000169,0.000488,0.001244
733,0.003378,0.001982,0.028599,0.025173,0.000396,0.002357,0.005502,-0.001541,0.005991,0.004055,0.001952,-0.000813,0.000253,0.005956
734,0.000956,3.6e-05,0.029562,0.025026,0.002093,0.002018,0.000102,0.002088,0.005709,0.003138,0.004101,0.004391,0.005824,0.007798
735,0.003297,0.001277,0.028593,0.022653,0.002001,0.001396,0.002015,0.003516,0.005441,0.00107,0.00299,-0.000476,0.000198,0.005106
736,0.002421,-0.001112,0.028047,0.022001,0.002259,0.000343,0.004292,0.000896,0.004586,0.003508,0.001069,0.005214,-0.000702,0.007174
737,0.004409,0.003091,0.027781,0.025122,0.003333,0.001976,0.001984,0.000985,0.000157,0.001963,0.004267,-2e-06,0.002641,0.007999
738,0.00108,0.001514,0.025852,0.0255,0.001634,0.002186,0.006156,0.002287,0.003968,1.8e-05,0.003281,0.001972,0.003338,0.000835
739,0.001064,-0.000278,0.028552,0.024043,0.003273,0.004502,0.004348,-0.000954,0.002629,0.001678,0.00354,0.002109,0.000424,0.005055
740,0.002233,-0.000575,0.028849,0.023833,0.0039,0.001429,0.004496,0.001655,0.001781,0.002027,-0.001044,0.003089,0.005593,0.002476
741,0.001664,-0.000376,0.025764,0.024281,0.001945,0.000482,0.002432,0.00496,-0.000372,0.004917,0.003931,0.002846,0.004378,0.011885
742,0.000153,-0.000127,0.028579,0.024418,0.004422,-0.000892,0.001454,0.003162,0.00562,0.00549,0.004989,0.003359,0.002449,-0.004195
743,0.000187,-0.002875,0.027223,0.022917,0.002371,0.002519,0.003787,0.003737,0.003605,0.003983,0.000777,0.002778,0.001367,0.002933
744,0.000993,-0.000586,0.026343,0.021405,0.001572,0.004546,0.003069,0.002471,0.001555,0.000836,0.003335,0.003207,0.003253,0.011201
745,-0.000573,-0.000312,0.027836,0.021447,0.00187,0.003512,0.003973,0.003845,0.001803,0.005614,0.00403,-0.000167,0.00227,0.001812
746,0.00064,0.001686,0.027219,0.024987,0.004832,0.002216,0.002086,0.000769,0.00493,-2e-06,0.005941,0.000741,0.001301,0.008121
